Textfile,Determination_Year,Sub_Header,Sub_Section,Cond_Category,EScore
/home/admin/dockers/masters/data/pdfminer/search/SSD-5000.txt,2020,Water Management Plan, The Applicant shall prepare and implement a Water Management Plan for the development to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP08_0223-Mod-3.txt,2020,Construction Erosion and Sediment Control Plan, The Proponent must prepare and implement an Erosion and Sediment Control Plan for construction on the site to the satisfaction of the Planning Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP08_0223-Mod-3.txt,2020,Construction Erosion and Sediment Control Plan, Soils and Construction Volume 2E Mines and Quarries DECC 2008 or its latest version  d identify activities that could cause soil erosion and generate sediment particularly in relation to activities near waterways  e describe the location function and capacity of erosion and sediment control structures  f describe what measures would be implemented to maintain the structures over time and g describe the sediment and erosion control measures to be implemented for all activities undertaken at the site particularly during the construction phase of the project.   ,3,0
/home/admin/dockers/masters/data/pdfminer/search/MP08_0223-Mod-3.txt,2020,Flooding, The Proponent must undertake a flood study for the site to the satisfaction of the Planning Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP08_0223-Mod-3.txt,2020,Water Management Plan, The Proponent must prepare and implement a Water Management Plan for the project to the satisfaction of the Planning Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP08_0223-Mod-3.txt,2020,Water Management Plan,This plan must be prepared in consultation with the EPA NRAR and WaterNSW by suitably qualified and experienced persons and be submitted to the Planning Secretary for approval within 6 months of the date of this approval. ,3,0.42
/home/admin/dockers/masters/data/pdfminer/search/MP09_0013.txt,2020,Water Management Plan, BThe Applicant must prepare a Water Management Plan for the development to the satisfaction of the Planning Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/SSD-9526.txt,2020,Water Management Plan,BPrior to the commencement of construction activities the Applicant must prepare a Water Management Plan for the development to the satisfaction of the Planning Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/SSD-5144-Mod-8.txt,2020,Water Supply, The Applicant must ensure that it has sufficient water for all stages of the development and if necessary adjust the scale of mining operations to match its available water supply.   ,4,0.25
/home/admin/dockers/masters/data/pdfminer/search/SSD-5144-Mod-8.txt,2020,Water Management Performance Measures, The Applicant must comply with the performance measures in Table 4 to the satisfaction of the Secretary.  ,4,0.405
/home/admin/dockers/masters/data/pdfminer/search/SSD-5144-Mod-8.txt,2020,Temporary Discharge of Water at MSSS, 1  The Applicant may discharge collected surface water from the MSSS Sediment Dam via Licenced Discharge Point LDP004 EPL 365 until 30 June  Any such discharge must be in accordance with conditions and 17 of this Schedule.  ,4,0.9
/home/admin/dockers/masters/data/pdfminer/search/SSD-5850-Mod-3.txt,2020,Water Supply, The Applicant must ensure that it has sufficient water for all stages of the development and if necessary adjust the scale of operations on site to match its available water supply.  ,4,0.25
/home/admin/dockers/masters/data/pdfminer/search/MP10_0059-Mod-3.txt,2020,Water Supply, The Proponent shall ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of mining operations to match its available water supply to the satisfaction of the Secretary.  ,4,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP10_0059-Mod-3.txt,2020,Void Water Irrigation, 2 The Proponent shall not provide any water for the purpose of irrigation or stock watering unless the activity has been approved by the Secretary as part of the Water Management Plan.  ,4,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP11_0047-Mod-8.txt,2020,Water Supply, The Proponent shall ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of mining operations on site to match its available water supply to the satisfaction of the Secretary.  ,4,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP11_0047-Mod-8.txt,2020,Goonbri Creek Diversion and Low Permeability Barrier � Performance Objectives, The Proponent shall ensure that the project has no greater environmental consequences than predicted in the EA and complies with the performance objectives in Table 13 to the satisfaction of the Secretary.  ,4,0.38475
/home/admin/dockers/masters/data/pdfminer/search/MP11_0047-Mod-8.txt,2020,Goonbri Creek Diversion and Low Permeability Barrier � Monitoring and Management Plan, The Proponent shall prepare and implement a Goonbri Creek Diversion and Low Permeability Barrier Monitoring and Management Plan to the satisfaction of the DPIE Water and the Secretary.  ,4,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP11_0047-Mod-8.txt,2020,Goonbri Creek Diversion and Low Permeability Barrier � Monitoring and Management Plan,The plan must a be prepared by a suitably qualified and experienced experts b be endorsed by the DPIE Water and approved to the Secretary prior to commencement of any works or construction on the Goonbri Creek diversion and LPB c describe the monitoring and maintenance procedures to be implemented and the scheduling of these procedures d demonstrate the monitoring system would be capable of timely detection of any failure or deficiency in the LPB and any impacts on Goonbri Creek and its associated alluvium  e describe the contingency measures that would be implemented in the event of a failure or deficiency in the LPB or other impact on Goonbri Creek and its associated alluvium and f identify the entity that would take responsibility for the future liabilities and costs associated with the longterm monitoring and maintenance of the LPB flood bund void and pit lake and demonstrate that this entitys security and finances would be assured in the long term.  ,4,0.357
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-15.txt,2020,Water Supply,The Proponent shall ensure that  a it has sufficient water for all stages of the project and if necessary adjust the scale of operations on site to match its available water supply and b any water supply constraints do not compromise any aspect of the environmental performance of the mine.   ,4,0.2375
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-15.txt,2020,Water Management Performance Measures,The Proponent shall comply with the performance measures in Table 11 to the satisfaction of the Secretary.         ,4,0.38475
/home/admin/dockers/masters/data/pdfminer/search/SSD-5465-Mod-3.txt,2020,Water Supply, The Applicant must ensure that it has sufficient water for all stages of the development and if necessary adjust the scale of mining operations to match its available water supply to the satisfaction of the Planning Secretary.  ,4,0.1125
/home/admin/dockers/masters/data/pdfminer/search/SSD-4960-Mod-3.txt,2020,Water Supply, The Applicant must ensure that it has sufficient water for all stages of the development and if necessary adjust the scale of mining operations to match its available water supply.  ,4,0.25
/home/admin/dockers/masters/data/pdfminer/search/SSD-4960-Mod-3.txt,2020,Water Transfers, The Applicant may receive water from and transfer water to the Mt Thorley mine.  ,4,0
/home/admin/dockers/masters/data/pdfminer/search/SSD-4960-Mod-3.txt,2020,Water Management Performance Measures, The Applicant must comply with the performance measures in Table 8 to the satisfaction of the Planning Secretary.  ,4,0.405
/home/admin/dockers/masters/data/pdfminer/search/SSD-5000.txt,2020,Water Supply, The Applicant shall ensure that it has sufficient water for all stages of the development and if necessary adjust the scale of mining operations on site to match its available water supply to the satisfaction of the Secretary.  ,4,0.106875
/home/admin/dockers/masters/data/pdfminer/search/SSD-5000.txt,2020,Namoi River Pipeline, Prior to the construction of the Namoi River pipeline and pump station the Applicant shall a  consult with DPI  NSW Fisheries regarding the general operation and design of the pump station and screens to avoid and mitigate impacts on native fish b consult with GSC regarding the design and construction of the pipeline in the Braymont Road Reserve and c implement all reasonable and feasible recommendations from DPI  NSW Fisheries and GSC in regard to the design and construction of the pipeline and pump station to the satisfaction of the Secretary.   ,4,0.106875
/home/admin/dockers/masters/data/pdfminer/search/SSD-5000.txt,2020,Water Management Performance Measures, The Applicant shall comply with the performance measures in Table 11 to the satisfaction of the Secretary.  ,4,0.38475
